Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suite3,Chrome 101.0.4951.67,,,2022-05-18 06:06:15,2022-05-18 06:06:30,14.942s,PASSED
,,,,,,,
Test Cases/Day1/LoginTest,Chrome 101.0.4951.67,,,2022-05-18 06:06:15,2022-05-18 06:06:27,11.567s,PASSED
"openBrowser("""")",Chrome 101.0.4951.67,,,2022-05-18 06:06:16,2022-05-18 06:06:23,6.679s,PASSED
"navigateToUrl(""https://trytestingthis.netlify.app/"")",Chrome 101.0.4951.67,,,2022-05-18 06:06:23,2022-05-18 06:06:23,0.374s,PASSED
"setText(findTestObject(""Object Repository/Page_Try Testing This/input_Username_uname""), ""test"")",Chrome 101.0.4951.67,,,2022-05-18 06:06:23,2022-05-18 06:06:24,0.875s,PASSED
"setText(findTestObject(""Object Repository/Page_Try Testing This/input_Password_pwd""), ""test"")",Chrome 101.0.4951.67,,,2022-05-18 06:06:24,2022-05-18 06:06:25,0.705s,PASSED
"click(findTestObject(""Object Repository/Page_Try Testing This/input""))",Chrome 101.0.4951.67,,,2022-05-18 06:06:25,2022-05-18 06:06:25,0.592s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Login Success/h2_Login Successful )""), ""Login Successful :)"")",Chrome 101.0.4951.67,,,2022-05-18 06:06:25,2022-05-18 06:06:26,0.431s,PASSED
closeBrowser(),Chrome 101.0.4951.67,,,2022-05-18 06:06:26,2022-05-18 06:06:27,1.016s,PASSED
,,,,,,,
Test Cases/Day1/RunAPI,Chrome 101.0.4951.67,,,2022-05-18 06:06:27,2022-05-18 06:06:30,2.935s,PASSED
"sendRequest(findTestObject(""API/GetUserList""))",Chrome 101.0.4951.67,,,2022-05-18 06:06:28,2022-05-18 06:06:30,2.294s,PASSED
